A0A0J9YXV3	A0A0J9YXV3	1.000	1.000	1.000
D3DTV9	D3DTV9	1.000	1.000	1.000
O14717	O14717	1.000	1.000	1.000
O43583	O43583	1.000	1.000	1.000
O75164	O75164	1.000	1.000	1.000
O75164	O94953	0.505	0.977	0.967
O94813	O94813	1.000	1.000	1.000
O96019	O96019	1.000	1.000	1.000
P02724	P02724	1.000	1.000	1.000
P07910	P07910	1.000	1.000	1.000
P0DPK4	P0DPK4	1.000	1.000	1.000
P0DPK4	P0DPK3	0.968	0.874	0.938
P14384	P14384	1.000	1.000	1.000
P20062	P20062	1.000	1.000	1.000
P24864	P24864	1.000	1.000	1.000
P24864	O96020	0.552	0.810	0.822
P29762	P29762	1.000	1.000	1.000
P34981	P34981	1.000	1.000	1.000
P41214	P41214	1.000	1.000	1.000
P47898	P47898	1.000	1.000	1.000
P47898	P30939	0.367	0.860	0.907
P47898	P28222	0.374	0.866	0.849
P47898	P28221	0.353	0.852	0.859
P47898	P28566	0.355	0.843	0.899
P47898	P35462	0.322	0.840	0.890
P50895	P50895	1.000	1.000	1.000
P55000	P55000	1.000	1.000	1.000
P62495	P62495	1.000	1.000	1.000
P82932	P82932	1.000	1.000	1.000
Q06141	Q06141	1.000	1.000	1.000
Q13219	Q13219	1.000	1.000	1.000
Q14213	Q14213	1.000	1.000	1.000
Q15389	Q15389	1.000	1.000	1.000
Q15389	O15123	0.620	0.962	0.962
Q16822	Q16822	1.000	1.000	1.000
Q49AH0	Q49AH0	1.000	1.000	1.000
Q5R3K3	Q5R3K3	1.000	1.000	1.000
Q5VYX0	Q5VYX0	1.000	1.000	1.000
Q6NUP7	Q6NUP7	1.000	1.000	1.000
Q6UWR7	Q6UWR7	1.000	1.000	1.000
Q6UWR7	Q9Y6X5	0.338	0.886	0.817
Q6UWR7	Q6UWV6	0.313	0.966	0.910
Q6ZVX9	Q6ZVX9	1.000	1.000	1.000
Q6ZVX9	Q6TCH4	0.334	0.859	0.895
Q7Z5A8	Q7Z5A8	1.000	1.000	1.000
Q7Z5A8	Q7Z5A7	0.436	0.820	0.826
Q86XI2	Q86XI2	1.000	1.000	1.000
Q8IYJ3	Q8IYJ3	1.000	1.000	1.000
Q8N5N4	Q8N5N4	1.000	1.000	1.000
Q8NEV9	Q8NEV9	1.000	1.000	1.000
Q8TDR4	Q8TDR4	1.000	1.000	1.000
Q8WX77	Q8WX77	1.000	1.000	1.000
Q969U6	Q969U6	1.000	1.000	1.000
Q96FE7	Q96FE7	1.000	1.000	1.000
Q96L08	Q96L08	1.000	1.000	1.000
Q96RP3	Q96RP3	1.000	1.000	1.000
Q99988	Q99988	1.000	1.000	1.000
Q9BUT1	Q9BUT1	1.000	1.000	1.000
Q9BUT1	Q9BPX1	0.322	0.992	0.911
Q9BYC2	Q9BYC2	1.000	1.000	1.000
Q9GZV8	Q9GZV8	1.000	1.000	1.000
Q9H3Y6	Q9H3Y6	1.000	1.000	1.000
Q9H9S0	Q9H9S0	1.000	1.000	1.000
Q9H9S0	Q6NSW7	0.990	1.000	1.000
Q9HD33	Q9HD33	1.000	1.000	1.000
Q9NRP2	Q9NRP2	1.000	1.000	1.000
Q9NY74	Q9NY74	1.000	1.000	1.000
Q9P296	Q9P296	1.000	1.000	1.000
Q9P296	Q99788	0.304	0.866	0.839
Q9P296	P25090	0.324	0.831	0.863
Q9P296	P21462	0.309	0.810	0.843
Q9UI32	Q9UI32	1.000	1.000	1.000
Q9ULC4	Q9ULC4	1.000	1.000	1.000
Q9Y2D0	Q9Y2D0	1.000	1.000	1.000
Q9Y2D0	P35218	0.641	0.880	0.915
Q9Y4C4	Q9Y4C4	1.000	1.000	1.000
A0A455ZAR2	A0A455ZAR2	1.000	1.000	1.000
D3W0D1	D3W0D1	1.000	1.000	1.000
O14727	O14727	1.000	1.000	1.000
O43613	O43613	1.000	1.000	1.000
O43613	O43614	0.691	0.955	0.919
O75170	O75170	1.000	1.000	1.000
O94864	O94864	1.000	1.000	1.000
O96020	O96020	1.000	1.000	1.000
O96020	P24864	0.552	0.822	0.810
P02753	P02753	1.000	1.000	1.000
P08069	P08069	1.000	1.000	1.000
P0DSE2	P0DSE2	1.000	1.000	1.000
P0DSE2	P0DTU4	0.774	1.000	1.000
P14784	P14784	1.000	1.000	1.000
P20273	P20273	1.000	1.000	1.000
P25089	P25089	1.000	1.000	1.000
P25089	P25090	0.722	1.000	1.000
P25089	P21462	0.585	0.997	0.997
P25089	Q99788	0.372	0.875	0.826
P25089	P46091	0.349	0.921	0.893
P29972	P29972	1.000	1.000	1.000
P34982	P34982	1.000	1.000	1.000
P34982	Q9P1Q5	0.500	0.968	0.974
P34982	Q9Y585	0.480	0.968	0.974
